canonical_id,canonical_name,clean,qualifies,wiki_status,subst_dedup,subst_appearances_raw,n_appearances,n_dedup_clusters,appearances_collapsed,same_day_multi_program,span_days_dedup,n_dates_dedup,first_date,last_date,total_guest_words,n_programs,npr_share,n_variants,variants,merge_rules,merge_evidence,staff_evidence,staff_marker,summary_staff,summary_evidence,closest_wikipedia_title,wiki_similarity,n_affiliations,affiliations,initial_label,label_artifact,ambiguous_identity,particle_surname,generic_name_flag,over_top500_head,top_raw_label,note,transcripts
C01463,La Porte,True,True,has-page,7,7,22,20,2,2,3884,7,2003-08-12,2014-03-31,5479,7,0.0,2,La Porte;Laporte,punctuation_variant,identical letters+digits ignoring punctuation,no,,no,,,,0,,False,False,False,True,False,False,LA PORTE,"CHECK particle+surname label (effectively a surname); merged 2 label variants (punctuation_variant); 2 re-airings collapsed; CNN-dominated (thinner turns, more re-airing)",CNN-7674|2000-05-08|CNN Insight|cl16|-;CNN-75087|2003-08-12|AMERICAN MORNING|cl15|S;CNN-96379|2005-07-25|SHOWBIZ TONIGHT|cl17|S;CNN-96439|2005-07-27|SHOWBIZ TONIGHT|cl18|S;CNN-98620|2005-10-13|SHOWBIZ TONIGHT|cl19|-;CNN-99003|2005-10-25|SHOWBIZ TONIGHT|cl20|-;CNN-188822|2012-07-04|CNN NEWSROOM|cl1|-;CNN-189380|2012-07-13|CNN NEWSROOM|cl2|-;CNN-197860|2012-12-20|CNN NEWSROOM|cl3|S;CNN-200910|2013-02-09|CNN BREAKING NEWS|cl4|S;CNN-202994|2013-03-14|AROUND THE WORLD|cl5|S;CNN-212866|2013-08-19|CNN NEWSROOM|cl6|-;CNN-212967|2013-08-20|CNN NEWSROOM|cl7|-;CNN-215353|2013-09-26|CNN NEWSROOM|cl8|-;CNN-227563|2014-03-31|CNN NEWSROOM|cl9|S;CNN-236417|2014-08-11|CNN NEWSROOM|cl10|-;CNN-239129|2014-09-18|CNN NEWSROOM|cl11|-;CNN-239134|2014-09-18|CNN NEWSROOM|cl11|-;CNN-241451|2014-10-21|CNN NEWSROOM|cl12|-;CNN-241734|2014-10-25|CNN NEWSROOM|cl13|-;CNN-253429|2015-04-16|CNN NEWSROOM|cl14|-;CNN-253487|2015-04-16|WOLF|cl14|-
C01464,La Salla,True,True,has-page,7,7,7,7,0,0,277,7,2000-07-28,2001-05-01,5248,2,0.0,2,La Salla;Lasalla,punctuation_variant,identical letters+digits ignoring punctuation,no,,no,,,,0,,False,False,False,True,False,False,LA SALLA,"CHECK particle+surname label (effectively a surname); merged 2 label variants (punctuation_variant); CNN-dominated (thinner turns, more re-airing)",CNN-12839|2000-07-28||cl1|S;CNN-15076|2000-09-01||cl2|S;CNN-19192|2000-11-02||cl3|S;CNN-22910|2001-01-02|Ahead Of The Curve|cl4|S;CNN-24865|2001-02-01|Ahead Of The Curve|cl5|S;CNN-26104|2001-02-20|Ahead Of The Curve|cl6|S;CNN-29425|2001-05-01|CNN AHEAD OF THE CURVE|cl7|S
C00301,Benjamin Wittes,True,True,has-page,7,7,35,25,10,17,3506,7,2008-07-01,2018-02-05,4993,13,0.2286,1,Benjamin Wittes,,,no,,no,,,,12,FRIEND OF JAMES COMEY / AUTHOR LAW AND THE LONG WAR FELLOW BROOKINGS INSTITUTION / SENIOR FELLOW BROOKINGS INSTITUTION / COMEY FRIEND,False,False,False,False,False,False,BENJAMIN WITTES,"10 re-airings collapsed; CNN-dominated (thinner turns, more re-airing)",NPR-34795|2008-07-01|Morning Edition|cl23|S;NPR-5712|2009-09-26|All Things Considered|cl24|-;NPR-12384|2013-02-09|Weekend Edition Saturday|cl18|S;NPR-29151|2013-05-25|All Things Considered|cl22|S;NPR-22726|2016-02-25|All Things Considered|cl21|S;NPR-19635|2017-01-11|All Things Considered|cl20|S;NPR-19068|2017-03-20|All Things Considered|cl19|S;CNN-312583|2017-05-19|AT THIS HOUR|cl1|-;CNN-312587|2017-05-19|CNN NEWSROOM|cl2|-;CNN-312592|2017-05-19|CNN NEWSROOM|cl3|-;CNN-312593|2017-05-19|CNN NEWSROOM|cl1|-;CNN-312606|2017-05-19|CNN NEWSROOM|cl1|-;CNN-312608|2017-05-19|CNN NEWSROOM|cl4|-;CNN-312614|2017-05-19|EARLY START|cl5|-;CNN-312616|2017-05-19|EARLY START|cl6|-;CNN-312619|2017-05-19|INSIDE POLITICS|cl1|-;CNN-312629|2017-05-19|NEW DAY|cl7|-;CNN-312632|2017-05-19|NEW DAY|cl7|-;CNN-312633|2017-05-19|NEW DAY|cl1|-;CNN-312822|2017-05-23|ANDERSON COOPER 360 DEGREES|cl8|-;CNN-312910|2017-05-24|AT THIS HOUR|cl9|-;CNN-312929|2017-05-24|CNN NEWSROOM|cl9|-;CNN-312937|2017-05-24|CNN SPECIAL REPORTS|cl10|-;CNN-312976|2017-05-24|THE LEAD WITH JAKE TAPPER|cl11|-;CNN-312985|2017-05-24|WOLF|cl9|-;CNN-313581|2017-06-02|ANDERSON COOPER 360 DEGREES|cl12|-;CNN-313666|2017-06-03|CNN NEWSROOM|cl12|-;CNN-313709|2017-06-04|CNN NEWSROOM|cl12|-;CNN-314003|2017-06-08|EARLY START|cl13|-;CNN-314005|2017-06-08|EARLY START|cl13|-;CNN-314043|2017-06-09|CNN NEWSROOM|cl14|-;CNN-319134|2017-08-15|NEW DAY|cl15|-;CNN-324948|2017-10-31|CNN'S AMANPOUR|cl16|-;CNN-326537|2017-11-20|NEW DAY|cl17|-;NPR-7164|2018-02-05|All Things Considered|cl25|S
C00823,George Parker,True,True,has-page,7,7,10,10,0,0,936,7,2016-06-23,2019-01-15,4581,5,0.8,1,George Parker,,,no,,review,NPR's Mary Louise Kelly talks with Financial Times political editor George Parker about what the vote against British Prime Minister Theresa May's Brexit plan signals for the path ahead.,,,2,PRESIDENT WASHINGTON TEACHERS UNION / POLITICAL EDITOR FINANCIAL TIMES,False,False,False,False,True,False,GEORGE PARKER,"CHECK summaries use a role word (outside journalist or recurring pundit?); CHECK common first+last name, collision risk",NPR-37896|2009-01-05|All Things Considered|cl8|-;CNN-153515|2010-07-23|RICK'S LIST|cl1|-;CNN-268908|2015-11-10|QUEST MEANS BUSINESS|cl2|-;NPR-21677|2016-06-23|All Things Considered|cl6|S;NPR-641|2016-06-26|Weekend Edition Sunday|cl10|S;NPR-19845|2016-12-21|All Things Considered|cl5|S;NPR-45822|2018-07-09|All Things Considered|cl9|S;NPR-3076|2018-10-17|All Things Considered|cl7|S;NPR-1710|2018-11-19|Morning Edition|cl4|S;NPR-1107|2019-01-15|All Things Considered|cl3|S
C00322,Bill Adair,True,True,has-page,7,7,60,40,20,4,964,7,2008-04-27,2010-12-17,4250,14,0.1333,1,Bill Adair,,,no,,no,PolitiFact.com rates the accuracy of political ads and comments by politicians. Editor Bill Adair talks to Steve Inskeep about the biggest lie of the year. Adair says it is the claim that the Democratic health care law i,,,13,EDITOR POLITIFACT COM / POLITIFACT COM / FOUNDER POLITIFACT COM / ST PETERSBURG TIMES,False,False,False,False,False,False,"Mr. BILL ADAIR (Editor, PolitiFact.com)","20 re-airings collapsed; CNN-dominated (thinner turns, more re-airing)","CNN-23157|2001-01-08|Burden of Proof|cl31|-;CNN-23195|2001-01-08|Morning News|cl31|-;CNN-70462|2003-05-06|JUDY WOODRUFF'S INSIDE POLITICS|cl32|-;NPR-16725|2008-04-27|Weekend Edition Sunday|cl36|S;CNN-126258|2008-05-05|ISSUE NUMBER ONE|cl1|-;CNN-128760|2008-07-17|ISSUE NUMBER ONE|cl2|-;NPR-16356|2008-07-27|Weekend Edition Sunday|cl35|S;NPR-39030|2008-09-04|All Things Considered|cl40|S;NPR-15936|2008-10-05|Weekend Edition Sunday|cl34|S;CNN-134303|2009-01-22|AMERICAN MORNING|cl3|-;CNN-134379|2009-01-24|YOUR BOTTOM LINE|cl1|-;CNN-134593|2009-02-01|CNN NEWSROOM|cl4|-;CNN-134691|2009-02-04|CNN NEWSROOM|cl5|-;CNN-134916|2009-02-11|AMERICAN MORNING|cl6|-;CNN-135139|2009-02-18|AMERICAN MORNING|cl7|-;CNN-135400|2009-02-26|AMERICAN MORNING|cl8|-;CNN-135824|2009-03-11|AMERICAN MORNING|cl9|-;CNN-136348|2009-03-26|AMERICAN MORNING|cl10|-;NPR-33005|2009-04-21|Morning Edition|cl38|-;CNN-137474|2009-04-25|CNN NEWSROOM|cl11|-;CNN-137477|2009-04-25|CNN NEWSROOM|cl12|-;CNN-137483|2009-04-25|CNN NEWSROOM|cl13|-;CNN-137506|2009-04-26|CNN NEWSROOM|cl14|-;CNN-137605|2009-04-29|CNN NEWSROOM|cl12|-;CNN-138191|2009-05-14|AMERICAN MORNING|cl15|-;CNN-138471|2009-05-21|AMERICAN MORNING|cl1|-;CNN-138746|2009-05-28|AMERICAN MORNING|cl16|-;CNN-139410|2009-06-13|YOUR MONEY|cl1|-;CNN-139438|2009-06-15|AMERICAN MORNING|cl6|-;CNN-140124|2009-07-06|AMERICAN MORNING|cl6|-;CNN-140372|2009-07-13|AMERICAN MORNING|cl17|-;CNN-141157|2009-08-01|CNN NEWSROOM|cl18|-;CNN-141218|2009-08-03|AMERICAN MORNING|cl9|-;CNN-141557|2009-08-10|AMERICAN MORNING|cl17|-;CNN-141566|2009-08-10|CAMPBELL BROWN|cl1|-;CNN-141616|2009-08-11|CAMPBELL BROWN|cl19|-;CNN-141683|2009-08-12|CNN NEWSROOM|cl20|-;CNN-141716|2009-08-13|AMERICAN MORNING|cl21|-;CNN-141866|2009-08-17|AMERICAN MORNING|cl17|-;CNN-142134|2009-08-24|AMERICAN MORNING|cl6|-;CNN-142373|2009-08-31|AMERICAN MORNING|cl9|-;CNN-142676|2009-09-08|AMERICAN MORNING|cl9|-;CNN-143142|2009-09-21|AMERICAN MORNING|cl17|-;CNN-143394|2009-09-28|AMERICAN MORNING|cl17|-;CNN-143913|2009-10-13|AMERICAN MORNING|cl17|-;CNN-144120|2009-10-19|AMERICAN MORNING|cl17|-;CNN-144373|2009-10-26|AMERICAN MORNING|cl17|-;CNN-144642|2009-11-02|AMERICAN MORNING|cl22|-;CNN-145361|2009-11-23|AMERICAN MORNING|cl17|-;NPR-36100|2010-01-28|All Things Considered|cl39|S;NPR-13853|2010-10-03|Weekend Edition Sunday|cl33|S;NPR-30359|2010-12-17|Morning Edition|cl37|S;CNN-172238|2011-09-13|AMERICAN MORNING|cl23|-;CNN-179903|2012-01-24|CNN NEWSROOM|cl24|-;CNN-180100|2012-01-27|JOHN KING, USA|cl25|-;CNN-186451|2012-05-21|CNN NEWSROOM|cl26|-;CNN-187210|2012-06-04|CNN NEWSROOM|cl27|-;CNN-187586|2012-06-11|CNN NEWSROOM|cl28|-;CNN-188340|2012-06-25|CNN NEWSROOM|cl29|-;CNN-197444|2012-12-12|STARTING POINT WITH SOLEDAD O'BRIEN|cl30|-"
C00695,Douglas Kmiec,True,True,has-page,7,7,18,18,0,0,998,7,2005-07-01,2008-03-25,4185,10,0.4444,1,Douglas Kmiec,,,no,,no,Commentator Douglas Kmiec has the first of two perspectives on Justice Sandra Day O'Connor's retirement. Kmiec says future Supreme Court rulings will turn on whether someone more conservative than O'Connor emerges as a n,,,11,PEPPERDINE UNIVERSITY / CONSTITUTIONAL LAW PEPPERDINE UNIVERSITY / PROFESSOR OF LAW PEPPERDINE UNIVERSITY / PROFESSOR OF CONSTITUTIONAL LAW PEPPERDINE UNIVERSITY,False,False,False,False,False,False,Professor DOUGLAS KMIEC (Pepperdine University),"clean: no staff evidence, full name, no duplicate inflation",CNN-20879|2000-11-30|Morning News|cl5|-;CNN-20979|2000-12-01|Special Event|cl6|-;CNN-21446|2000-12-10|Sunday|cl7|-;CNN-43766|2001-11-15|CNN CROSSFIRE|cl8|-;CNN-44614|2001-11-29|CNN LIVE AT DAYBREAK|cl9|-;CNN-89238|2004-10-26|PAULA ZAHN NOW|cl10|-;NPR-6621|2005-07-01|All Things Considered|cl18|S;NPR-40927|2005-07-04|Morning Edition|cl15|S;NPR-43725|2005-09-05|All Things Considered|cl17|S;NPR-15338|2005-10-17|Day to Day|cl13|-;NPR-39126|2006-03-22|Morning Edition|cl14|S;NPR-13408|2006-05-04|Day to Day|cl12|S;NPR-41840|2006-09-23|All Things Considered|cl16|S;CNN-120279|2007-09-30|CNN NEWSROOM|cl1|-;CNN-120298|2007-10-01|CNN NEWSROOM|cl2|-;CNN-120299|2007-10-01|CNN NEWSROOM|cl3|-;NPR-1224|2008-03-25|Day to Day|cl11|S;CNN-138296|2009-05-16|CNN NEWSROOM|cl4|-
C01715,Meri Nana-Ama Danquah,True,True,has-page,7,7,7,7,0,0,547,7,2006-08-28,2008-02-26,3836,1,1.0,1,Meri Nana-Ama Danquah,,,no,,no,,,,3,ESSAYIST / NEW U S CITIZEN / AUTHOR,False,False,False,False,False,False,Ms. MERI NANA-AMA DANQUAH (Essayist),"clean: no staff evidence, full name, no duplicate inflation",NPR-4091|2006-08-28|News & Notes|cl7|S;NPR-2605|2007-01-15|News & Notes|cl6|S;NPR-2271|2007-02-20|News & Notes|cl5|S;NPR-2187|2007-02-27|News & Notes|cl4|S;NPR-2139|2007-03-06|News & Notes|cl3|S;NPR-1289|2007-07-13|News & Notes|cl2|S;NPR-11061|2008-02-26|News & Notes|cl1|S
C01679,Matthew Yglesias,True,True,has-page,7,7,8,8,0,0,798,7,2017-06-09,2019-08-16,3482,1,1.0,1,Matthew Yglesias,,,no,,no,"NPR's Audie Cornish speaks with Vox co-founder and editor Matthew Yglesias and Politico reporter Eliana Johnson about embattled Environmental Protection Agency Administrator Scott Pruitt and the fear of a \""blue wave\"" i",,,0,,False,False,False,False,False,False,MATTHEW YGLESIAS,"clean: no staff evidence, full name, no duplicate inflation",NPR-18478|2017-05-12|All Things Considered|cl4|-;NPR-17945|2017-06-09|All Things Considered|cl3|S;NPR-13942|2017-12-29|All Things Considered|cl2|S;NPR-13451|2018-01-19|All Things Considered|cl1|S;NPR-47756|2018-04-06|All Things Considered|cl7|S;NPR-46056|2018-06-29|All Things Considered|cl6|S;NPR-391|2019-02-15|All Things Considered|cl5|S;NPR-6447|2019-08-16|All Things Considered|cl8|S
C01488,Lawrence Krauss,True,True,has-page,6,6,13,13,0,0,875,6,2010-11-05,2013-03-29,13581,5,0.5385,1,Lawrence Krauss,,,no,,no,,,,7,ARIZONA STATE UNIVERSITY / ASU ORIGINS PROJECT / FOUNDATION PROFESSOR SCHOOL OF EARTH AND SPACE EXPLORATION PHYSICS DEPARTMENT ARIZONA STATE UNIVERSITY / THEORETICAL PHYSICIST,False,False,False,False,False,False,LAWRENCE KRAUSS,"clean: no staff evidence, full name, no duplicate inflation",CNN-58784|2002-08-08|CNN LIVE AT DAYBREAK|cl6|-;NPR-3784|2010-11-05|Talk of the Nation|cl12|S;NPR-2410|2011-03-25|Talk of the Nation|cl11|S;NPR-2300|2011-04-08|Talk of the Nation|cl10|S;NPR-230|2012-01-13|Talk of the Nation|cl9|S;NPR-12598|2012-03-30|Talk of the Nation|cl8|-;CNN-190603|2012-08-06|CNN NEWSROOM|cl1|-;CNN-194149|2012-10-13|CNN NEWSROOM|cl2|-;NPR-10149|2012-10-26|Talk of the Nation|cl7|S;CNN-202746|2013-03-09|CNN SATURDAY MORNING NEWS|cl3|-;CNN-202760|2013-03-09|CNN SATURDAY MORNING NEWS|cl4|-;NPR-9115|2013-03-29|Talk of the Nation|cl13|S;CNN-232194|2014-06-07|NEW DAY SATURDAY|cl5|-
C02383,Thomas Pickering,True,True,has-page,6,6,66,61,5,10,3213,6,2008-04-19,2017-02-04,12730,26,0.1061,1,Thomas Pickering,,,no,,no,,,,33,FORMER U S AMBASSADOR TO RUSSIA / FORMER U S AMBASSADOR / FORMER U S AMBASSADOR TO THE UNITED NATIONS / COLUMBIA UNIVERSITY MEDIAL CENTER,False,False,False,False,False,False,THOMAS PICKERING,"5 re-airings collapsed; CNN-dominated (thinner turns, more re-airing)",CNN-3388|2000-02-27|CNN/Time|cl44|-;CNN-23483|2001-01-12|Morning News|cl10|-;CNN-23857|2001-01-17|CNN Insight|cl12|-;CNN-27114|2001-03-11|Sunday Morning News|cl15|-;CNN-67832|2003-03-11|CNN CONNIE CHUNG TONIGHT|cl51|-;CNN-85753|2004-06-27|CNN PRESENTS|cl52|-;CNN-85799|2004-06-28|LIVE FROM...|cl53|-;CNN-95450|2005-06-19|CNN LATE EDITION WITH WOLF BLITZER|cl54|-;CNN-107962|2006-07-06|CNN LIVE TODAY|cl1|-;CNN-108053|2006-07-08|CNN LIVE SATURDAY|cl1|-;NPR-16922|2008-04-19|Weekend Edition Saturday|cl57|S;NPR-6745|2012-01-16|Talk of the Nation|cl60|S;NPR-30852|2012-09-14|All Things Considered|cl59|-;CNN-197835|2012-12-19|THE SITUATION ROOM|cl2|-;NPR-9669|2013-01-31|Talk of the Nation|cl61|S;CNN-206396|2013-05-08|CNN'S AMANPOUR|cl3|-;CNN-206506|2013-05-09|THE SITUATION ROOM|cl4|-;NPR-29245|2013-05-10|All Things Considered|cl58|S;CNN-206630|2013-05-12|STATE OF THE UNION WITH CANDY CROWLEY|cl5|-;CNN-206714|2013-05-13|THE SITUATION ROOM|cl6|-;CNN-208777|2013-06-14|CNN'S AMANPOUR|cl7|-;CNN-218547|2013-11-11|CNN'S AMANPOUR|cl8|-;NPR-12175|2014-03-01|Weekend Edition Saturday|cl56|S;CNN-229314|2014-04-27|STATE OF THE UNION WITH CANDY CROWLEY|cl9|-;CNN-235672|2014-07-30|NEW DAY|cl11|-;CNN-248793|2015-02-06|NEW DAY|cl13|-;CNN-248859|2015-02-07|NEW DAY SATURDAY|cl14|-;CNN-248861|2015-02-07|NEW DAY SATURDAY|cl15|-;CNN-264280|2015-09-10|NEW DAY|cl16|-;CNN-265755|2015-10-01|NEW DAY|cl17|-;CNN-267612|2015-10-26|NEW DAY|cl18|-;CNN-268485|2015-11-05|NEW DAY|cl19|-;CNN-269875|2015-11-25|NEW DAY|cl20|-;CNN-301938|2016-12-30|CNN NEWSROOM|cl21|-;CNN-304041|2017-01-27|NEWS STREAM|cl22|-;NPR-11525|2017-02-04|Weekend Edition Saturday|cl55|S;CNN-307213|2017-03-09|NEW DAY|cl23|-;CNN-307243|2017-03-09|WORLD RIGHT NOW WITH HALA GORANI|cl24|-;CNN-308117|2017-03-21|NEW DAY|cl25|-;CNN-309896|2017-04-13|NEW DAY|cl26|-;CNN-312384|2017-05-16|CNN NEWSROOM|cl27|-;CNN-313052|2017-05-25|NEW DAY|cl28|-;CNN-313809|2017-06-05|NEW DAY|cl29|-;CNN-316116|2017-07-06|CNN NEWSROOM|cl30|-;CNN-316164|2017-07-07|ANDERSON COOPER 360 DEGREES|cl31|-;CNN-316193|2017-07-07|CNN NEWSROOM|cl32|-;CNN-316238|2017-07-07|WORLD RIGHT NOW WITH HALA GORANI|cl33|-;CNN-316251|2017-07-08|CNN NEWSROOM|cl34|-;CNN-316819|2017-07-16|CNN NEWSROOM|cl35|-;CNN-325801|2017-11-10|WOLF|cl15|-;CNN-325863|2017-11-12|CNN NEWSROOM|cl36|-;CNN-330612|2018-01-16|NEW DAY|cl37|-;CNN-334961|2018-03-13|HALA GORANI TONIGHT|cl38|-;CNN-335315|2018-03-17|CNN NEWSROOM|cl39|-;CNN-335346|2018-03-17|NEW DAY SATURDAY|cl40|-;CNN-336197|2018-03-28|NEW DAY|cl41|-;CNN-336359|2018-03-30|CNN NEWSROOM|cl42|-;CNN-336386|2018-03-30|HALA GORANI TONIGHT|cl43|-;CNN-336411|2018-03-30|THE LEAD WITH JAKE TAPPER|cl42|-;CNN-344948|2018-07-11|NEW DAY|cl45|-;CNN-345029|2018-07-12|NEW DAY|cl46|-;CNN-345166|2018-07-14|CNN NEWSROOM|cl47|-;CNN-345257|2018-07-16|NEW DAY|cl48|-;CNN-345593|2018-07-20|NEW DAY|cl15|-;CNN-359491|2019-01-15|CONNECT THE WORLD|cl49|-;CNN-389230|2019-12-31|NEW DAY|cl50|-
C02008,Robert Kagan,True,True,has-page,6,6,22,19,3,0,2778,6,2006-10-19,2014-05-28,12091,11,0.4091,1,Robert Kagan,,,no,,no,,,,10,AUTHOR DANGEROUS NATION SENIOR ASSOCIATE CARNEGIE ENDOWMENT FOR INTERNATIONAL PEACE / AUTHOR THE RETURN OF HISTORY AND THE END OF DREAMS / CARNEGIE ENDOWMENT FOR INTERNATIONAL PEACE / SENIOR FELLOW BROOKINGS INSTITUTION,False,False,False,False,False,False,ROBERT KAGAN,3 re-airings collapsed,"CNN-42807|2001-10-30|CNN WOLF BLITZER REPORTS|cl8|-;CNN-66559|2003-02-09|CNN NEWSNIGHT AARON BROWN|cl9|-;CNN-83030|2004-03-17|AMERICAN MORNING|cl10|-;NPR-43723|2005-09-06|All Things Considered|cl16|-;CNN-111088|2006-10-10|LOU DOBBS TONIGHT|cl1|-;NPR-17472|2006-10-19|Talk of the Nation|cl12|S;NPR-13858|2008-06-16|Talk of the Nation|cl11|S;NPR-39253|2008-08-11|All Things Considered|cl15|S;CNN-129796|2008-08-16|THIS WEEK IN POLITICS|cl2|-;CNN-129815|2008-08-17|THIS WEEK IN POLITICS|cl2|-;NPR-33124|2009-04-03|Morning Edition|cl14|-;CNN-150180|2010-04-19|CNN'S AMANPOUR|cl3|-;CNN-150315|2010-04-23|CNN'S AMANPOUR|cl3|-;CNN-150358|2010-04-25|CNN'S AMANPOUR|cl3|-;CNN-161907|2011-02-09|JOHN KING, USA|cl4|-;CNN-161933|2011-02-10|CNN BREAKING NEWS|cl5|-;CNN-162496|2011-02-23|JOHN KING, USA|cl6|-;NPR-847|2011-11-10|Talk of the Nation|cl19|S;NPR-6187|2012-11-29|Talk of the Nation|cl17|S;NPR-28781|2013-07-09|All Things Considered|cl13|-;NPR-7107|2014-05-28|All Things Considered|cl18|S;CNN-351005|2018-09-27|CNN'S AMANPOUR|cl7|-"
C01417,Kenneth Feinberg,True,True,has-page,6,6,77,59,18,37,2649,6,2009-06-11,2016-09-11,11630,25,0.1169,1,Kenneth Feinberg,,,no,,no,,,,57,ADMINISTRATOR DEEPWATER HORIZON DISASTER VICTIM FUND / ADMINISTRATOR BP OIL SPILL VICTIM COMPENSATION FUND / SPECIAL MASTER FOR EXECUTIVE PAY COMPENSATION / SPECIAL MASTER FOR TARP EXECUTIVE COMPENSATION,False,False,False,False,False,False,KENNETH FEINBERG,"18 re-airings collapsed; CNN-dominated (thinner turns, more re-airing)",CNN-44513|2001-11-27|MORNINGS WITH PAULA ZAHN|cl37|-;CNN-45926|2001-12-20|CNN LIVE TODAY|cl38|-;CNN-46008|2001-12-21|MORNINGS WITH PAULA ZAHN|cl39|-;CNN-46935|2002-01-07|CNN WOLF BLITZER REPORTS|cl40|-;CNN-46936|2002-01-07|GREENFIELD AT LARGE|cl41|-;CNN-47530|2002-01-18|AMERICAN MORNING WITH PAULA ZAHN|cl42|-;CNN-48649|2002-02-04|CNN NEWSNIGHT AARON BROWN|cl43|-;CNN-48652|2002-02-04|CNN WOLF BLITZER REPORTS|cl44|-;CNN-48664|2002-02-05|AMERICAN MORNING WITH PAULA ZAHN|cl45|-;CNN-50543|2002-03-07|CNN NEWSNIGHT AARON BROWN|cl46|-;CNN-50547|2002-03-07|CNN WOLF BLITZER REPORTS|cl47|-;CNN-80377|2003-12-19|LIVE FROM...|cl48|-;CNN-80444|2003-12-22|AMERICAN MORNING|cl49|-;CNN-80465|2003-12-22|CNN NEWSNIGHT AARON BROWN|cl50|-;NPR-36797|2009-06-11|All Things Considered|cl56|S;CNN-139438|2009-06-15|AMERICAN MORNING|cl1|-;CNN-144252|2009-10-22|CAMPBELL BROWN|cl2|-;CNN-144279|2009-10-22|THE SITUATION ROOM|cl3|-;CNN-144282|2009-10-23|AMERICAN MORNING|cl4|-;CNN-144286|2009-10-23|AMERICAN MORNING|cl5|-;CNN-144294|2009-10-23|CNN NEWSROOM|cl4|-;CNN-144318|2009-10-23|QUEST MEANS BUSINESS|cl4|-;CNN-144351|2009-10-24|YOUR MONEY|cl4|-;CNN-144369|2009-10-25|YOUR MONEY|cl4|-;CNN-145967|2009-12-11|CNN TONIGHT|cl6|-;CNN-145978|2009-12-11|THE SITUATION ROOM|cl6|-;NPR-36061|2010-02-04|All Things Considered|cl55|S;CNN-149333|2010-03-23|THE SITUATION ROOM|cl7|-;CNN-152255|2010-06-20|CNN NEWSROOM|cl8|-;CNN-152258|2010-06-20|CNN NEWSROOM|cl8|-;CNN-152260|2010-06-20|CNN NEWSROOM|cl8|-;CNN-152262|2010-06-20|CNN NEWSROOM|cl8|-;CNN-152267|2010-06-20|CNN NEWSROOM|cl9|-;CNN-152281|2010-06-21|AMERICAN MORNING|cl10|-;CNN-152288|2010-06-21|CNN NEWSROOM|cl11|-;CNN-152292|2010-06-21|CNN NEWSROOM|cl10|-;CNN-152294|2010-06-21|CNN NEWSROOM|cl10|-;CNN-152308|2010-06-21|QUEST MEANS BUSINESS|cl10|-;CNN-152318|2010-06-21|THE SITUATION ROOM|cl12|-;CNN-152614|2010-06-30|CNN NEWSROOM|cl13|-;CNN-152819|2010-07-05|THE SITUATION ROOM|cl14|-;CNN-153046|2010-07-11|CNN NEWSROOM|cl15|-;CNN-153076|2010-07-12|CNN NEWSROOM|cl15|-;CNN-153230|2010-07-16|AMERICAN MORNING|cl16|-;CNN-153234|2010-07-16|AMERICAN MORNING|cl16|-;CNN-153241|2010-07-16|CAMPBELL BROWN|cl16|-;CNN-153277|2010-07-17|CNN NEWSROOM|cl17|-;CNN-153282|2010-07-17|CNN NEWSROOM|cl17|-;NPR-5280|2010-08-23|Morning Edition|cl58|-;NPR-4528|2010-08-30|Talk of the Nation|cl57|S;CNN-158721|2010-11-26|CNN NEWSROOM|cl18|-;CNN-158732|2010-11-26|CNN NEWSROOM|cl19|-;CNN-158735|2010-11-26|CNN NEWSROOM|cl19|-;CNN-164996|2011-04-19|ANDERSON COOPER 360 DEGREES|cl20|-;NPR-2193|2011-04-20|Talk of the Nation|cl52|S;CNN-172039|2011-09-09|AMERICAN MORNING|cl21|-;CNN-205522|2013-04-23|THE LEAD WITH JAKE TAPPER|cl22|-;CNN-205542|2013-04-24|CNN NEWSROOM|cl23|-;CNN-205548|2013-04-24|CNN NEWSROOM|cl24|-;NPR-26075|2013-04-24|Morning Edition|cl53|-;CNN-205779|2013-04-28|CNN NEWSROOM|cl25|-;CNN-206234|2013-05-06|CNN NEWSROOM|cl26|-;CNN-206239|2013-05-06|CNN NEWSROOM|cl26|-;CNN-206313|2013-05-07|AROUND THE WORLD|cl27|-;CNN-206330|2013-05-07|CNN NEWSROOM|cl27|-;NPR-8670|2013-05-16|Talk of the Nation|cl59|S;CNN-227583|2014-03-31|LEGAL VIEW WITH ASHLEIGH BANFIELD|cl28|-;CNN-233581|2014-06-30|@THISHOUR WITH BERMAN AND MICHAELA|cl29|-;CNN-233625|2014-06-30|LEGAL VIEW WITH ASHLEIGH BANFIELD|cl30|-;CNN-233651|2014-06-30|THE SITUATION ROOM|cl31|-;CNN-233656|2014-06-30|WOLF|cl32|-;NPR-26901|2014-06-30|All Things Considered|cl54|-;CNN-233688|2014-07-01|CNN NEWSROOM|cl33|-;CNN-233701|2014-07-01|EARLY START|cl34|-;CNN-273454|2016-01-10|CNN RELIABLE SOURCES|cl35|-;NPR-20865|2016-09-11|All Things Considered|cl51|S;CNN-320413|2017-09-03|CNN NEWSROOM|cl36|-
